object_level;object_name;okato;oktmo;gender;education_level;year;study_area;count_graduate;percent_employed;average_salary_fact_avg;average_salary_fact_med;average_salary_norm_avg;average_salary_norm_med;average_age;percent_combine_work_and_study
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2018;Науки об обществе;296;81.69;86023.718;67666.67;75250.21;65780.0;32.389;75.676
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2018;Образование и педагогические науки;50;89.796;93545.246;92583.33;85137.202;89261.663;37.4;76.0
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2018;Сельское хозяйство и сельскохозяйственные науки;68;71.875;73343.24;65500.0;68532.542;63000.0;34.191;55.882
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2018;Гуманитарные науки;17;68.75;73738.162;68016.665;69761.493;66656.332;31.882;52.941
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2018;Инженерное дело, технологии и технические науки;49;85.714;109248.913;85583.335;90979.201;80003.638;32.959;69.388
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2018;Искусство и культура;3;100.0;;;;;34.0;33.333
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2018;Математические и естественные науки;32;83.333;103488.334;83609.845;92422.88;77071.815;31.344;62.5
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2018;Науки об обществе;83;82.716;123203.627;88083.335;104600.981;85954.168;32.783;71.084
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2018;Образование и педагогические науки;6;100.0;;;;;31.167;83.333
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2018;Сельское хозяйство и сельскохозяйственные науки;37;70.588;83539.803;83909.09;75645.182;65685.0;34.541;56.757
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2018;Гуманитарные науки;39;79.412;71467.272;70000.0;66067.115;68600.0;33.641;74.359
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2018;Инженерное дело, технологии и технические науки;52;84.0;75094.245;66200.0;71190.457;62410.0;31.462;61.538
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2018;Искусство и культура;11;81.818;;;;;38.455;54.545
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2018;Математические и естественные науки;33;90.0;65464.623;66400.0;60557.484;50478.0;31.364;78.788
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2018;Науки об обществе;213;81.281;70660.12;58833.33;63121.793;57624.0;32.235;77.465
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2018;Образование и педагогические науки;44;88.372;85342.485;91083.33;79169.504;86240.0;38.25;75.0
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2018;Сельское хозяйство и сельскохозяйственные науки;31;73.333;61447.251;58583.33;60234.463;57411.663;33.774;54.839
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2019;Гуманитарные науки;61;77.586;78917.425;66833.33;73086.624;65496.663;33.623;73.77
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2019;Инженерное дело, технологии и технические науки;162;85.093;92577.465;82386.365;87304.151;78401.668;34.043;75.926
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2019;Искусство и культура;20;93.75;64140.406;64500.0;62361.537;63210.0;32.85;70.0
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2019;Математические и естественные науки;62;88.525;92049.224;71333.33;82880.659;69498.337;30.435;67.742
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2019;Науки об обществе;440;78.125;82331.285;69916.67;72156.242;65481.816;33.357;74.545
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2019;Образование и педагогические науки;43;88.095;77296.922;75715.91;72272.601;66818.184;36.488;93.023
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2019;Сельское хозяйство и сельскохозяйственные науки;60;76.364;68223.089;54583.33;64940.042;53491.663;33.483;70.0
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2019;Гуманитарные науки;23;56.522;102565.56;58818.18;90985.659;57641.816;34.696;69.565
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2019;Инженерное дело, технологии и технические науки;83;84.146;110653.705;108250.0;103884.241;102960.0;33.542;77.108
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2019;Искусство и культура;2;100.0;;;;;35.0;50.0
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2019;Математические и естественные науки;30;75.862;121614.425;78916.67;109919.915;77338.337;30.567;70.0
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2019;Науки об обществе;147;70.073;111142.104;94666.67;94125.92;88425.0;33.483;61.905
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2019;Образование и педагогические науки;5;80.0;;;;;37.0;100.0
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2019;Сельское хозяйство и сельскохозяйственные науки;35;67.742;85801.119;76200.0;80979.558;74676.0;33.571;60.0
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2019;Гуманитарные науки;38;91.429;64943.527;67750.0;62509.921;66134.998;32.974;76.316
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2019;Инженерное дело, технологии и технические науки;79;86.076;72287.808;66833.33;68693.846;63781.663;34.57;74.684
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2019;Искусство и культура;18;93.333;67845.456;64958.335;66016.729;63659.168;32.611;72.222
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2019;Математические и естественные науки;32;100.0;68169.639;65079.545;61041.259;62860.909;30.312;65.625
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2019;Науки об обществе;293;82.079;70976.433;62125.0;63497.605;56317.332;33.294;80.887
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2019;Образование и педагогические науки;38;89.189;75410.188;65181.82;70589.544;63878.184;36.421;92.105
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2019;Сельское хозяйство и сельскохозяйственные науки;25;87.5;49546.432;48767.675;47898.056;47792.322;33.36;84.0
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2020;Гуманитарные науки;81;79.167;69168.551;62636.36;63806.054;59111.816;32.58;69.136
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2020;Инженерное дело, технологии и технические науки;139;87.5;97627.733;82000.0;91163.268;79461.663;32.719;75.54
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2020;Искусство и культура;26;80.769;71747.608;63750.0;63913.485;61903.337;36.308;88.462
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2020;Математические и естественные науки;64;86.667;80878.794;64200.0;73896.004;58963.337;31.266;76.562
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2020;Науки об обществе;317;81.046;82202.159;80500.0;74152.506;74357.5;33.426;75.71
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2020;Образование и педагогические науки;104;91.262;74957.394;64966.665;69911.72;61603.888;37.308;85.577
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2020;Сельское хозяйство и сельскохозяйственные науки;71;71.212;67069.433;57888.89;61232.58;54612.725;34.268;64.789
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2020;Гуманитарные науки;39;75.0;75173.873;67045.455;69747.838;63432.725;31.923;76.923
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2020;Инженерное дело, технологии и технические науки;68;82.09;124302.672;95250.0;113656.009;86566.663;31.471;80.882
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2020;Искусство и культура;5;60.0;;;;;37.8;100.0
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2020;Математические и естественные науки;27;77.778;83883.094;68909.09;74833.653;62333.33;31.185;70.37
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2020;Науки об обществе;109;69.231;94856.54;87916.665;86963.323;82780.413;33.771;57.798
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2020;Образование и педагогические науки;12;91.667;97198.091;70833.33;79097.37;64516.663;32.833;58.333
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2020;Сельское хозяйство и сельскохозяйственные науки;43;62.5;70447.862;66861.11;64871.956;52150.0;33.651;58.14
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2020;Гуманитарные науки;42;83.333;61962.164;55522.725;56675.912;55121.25;33.19;61.905
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2020;Инженерное дело, технологии и технические науки;71;92.754;70346.547;68366.665;68159.328;63537.91;33.915;70.423
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2020;Искусство и культура;21;85.714;65481.534;63750.0;59223.93;61783.486;35.952;85.714
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2020;Математические и естественные науки;37;93.939;78683.344;62183.335;73210.799;58141.114;31.324;81.081
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2020;Науки об обществе;208;87.129;77140.407;75675.0;69028.18;72177.803;33.245;85.096
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2020;Образование и педагогические науки;92;91.209;72056.434;63500.0;68713.592;60513.75;37.891;89.13
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2020;Сельское хозяйство и сельскохозяйственные науки;28;84.615;62391.608;57000.0;56193.443;61560.0;35.214;75.0
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2021;Гуманитарные науки;62;86.207;74943.061;60833.335;63866.35;59616.668;31.677;75.806
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2021;Инженерное дело, технологии и технические науки;121;78.333;87193.82;77333.33;77730.095;70805.0;31.727;76.033
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2021;Искусство и культура;21;93.75;76473.917;64166.665;69279.212;62883.332;33.762;76.19
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2021;Математические и естественные науки;49;91.667;93588.824;77727.27;82117.859;75623.337;29.633;73.469
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2021;Науки об обществе;313;79.933;75765.039;64560.61;68611.178;63087.5;32.406;77.636
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2021;Образование и педагогические науки;95;84.783;73021.486;67000.0;69400.746;65660.0;35.789;96.842
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2021;Сельское хозяйство и сельскохозяйственные науки;69;80.0;68315.48;64625.0;62137.896;58310.0;35.203;79.71
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2021;Гуманитарные науки;17;87.5;100327.855;77750.0;80649.995;69975.0;33.118;76.471
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2021;Инженерное дело, технологии и технические науки;67;73.134;100681.883;89750.0;86003.874;83519.996;31.701;68.657
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2021;Искусство и культура;1;0.0;;;;;31.0;100.0
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2021;Математические и естественные науки;22;95.238;105326.074;84113.635;87548.059;82431.362;28.0;86.364
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2021;Науки об обществе;83;72.0;84396.129;65500.0;73375.645;64190.0;32.458;66.265
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2021;Образование и педагогические науки;9;88.889;;;;;38.778;100.0
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2021;Сельское хозяйство и сельскохозяйственные науки;28;70.37;60566.469;46666.665;56869.822;45860.0;33.821;71.429
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2021;Гуманитарные науки;45;85.714;64297.825;51750.0;56828.048;50715.0;31.133;75.556
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2021;Инженерное дело, технологии и технические науки;54;84.906;70135.387;55458.335;67266.199;53180.0;31.759;85.185
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2021;Искусство и культура;20;93.75;76473.917;64166.665;69279.212;62883.332;33.9;75.0
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2021;Математические и естественные науки;27;88.889;83704.825;77166.67;77545.058;74252.086;30.963;62.963
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2021;Науки об обществе;230;82.589;73015.877;64333.33;67093.607;62393.337;32.387;81.739
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2021;Образование и педагогические науки;86;84.337;66961.084;63250.0;64709.973;61985.0;35.477;96.512
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2021;Сельское хозяйство и сельскохозяйственные науки;41;86.842;71636.485;66988.635;64395.642;64860.0;36.146;85.366
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2022;Гуманитарные науки;51;82.222;61890.529;47958.335;58834.164;42519.168;29.843;76.471
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2022;Инженерное дело, технологии и технические науки;117;90.517;78451.671;71166.665;73834.953;68670.378;30.923;85.47
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2022;Искусство и культура;24;84.211;47683.567;46363.64;47412.396;48689.996;33.375;58.333
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2022;Математические и естественные науки;37;89.189;75980.775;62636.36;72532.414;54612.725;29.351;78.378
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2022;Науки об обществе;290;80.0;74820.556;65916.67;69721.282;62916.74;31.497;78.621
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2022;Образование и педагогические науки;23;81.818;64704.275;63363.64;62565.993;62096.367;33.696;82.609
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2022;Сельское хозяйство и сельскохозяйственные науки;49;71.739;80895.104;68208.33;79615.792;66844.163;34.776;67.347
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2022;Гуманитарные науки;17;93.75;72813.851;51083.335;70576.92;50061.668;29.941;88.235
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2022;Инженерное дело, технологии и технические науки;59;89.831;84568.486;74250.0;79100.426;71784.167;30.39;86.441
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2022;Искусство и культура;5;100.0;;;;;34.2;40.0
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2022;Математические и естественные науки;14;85.714;71075.968;59181.815;64961.578;53031.362;27.857;64.286
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2022;Науки об обществе;95;71.111;87232.186;76000.0;81770.236;69824.997;30.842;67.368
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2022;Образование и педагогические науки;5;100.0;;;;;38.8;80.0
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2022;Сельское хозяйство и сельскохозяйственные науки;31;63.333;98694.443;84750.0;96638.776;78535.0;33.516;64.516
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2022;Гуманитарные науки;34;75.862;50967.207;47416.665;47091.408;41988.332;29.794;70.588
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2022;Инженерное дело, технологии и технические науки;58;91.228;72068.907;67833.335;68340.547;66844.168;31.466;84.483
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2022;Искусство и культура;19;82.353;47900.253;51056.82;47305.929;47805.684;33.158;63.158
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2022;Математические и естественные науки;23;91.304;79078.548;77181.82;77313.995;75638.184;30.261;86.957
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2022;Науки об обществе;195;84.211;69501.287;60083.33;64557.444;56833.337;31.815;84.103
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2022;Образование и педагогические науки;18;77.778;62472.375;57681.82;60125.473;56528.184;32.278;83.333
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2022;Сельское хозяйство и сельскохозяйственные науки;18;87.5;56623.279;45000.0;56402.632;45080.0;36.944;72.222
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2023;Гуманитарные науки;40;83.333;60696.096;56909.09;56095.557;55770.908;29.325;70.0
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2023;Инженерное дело, технологии и технические науки;84;91.139;93614.32;80916.67;88439.955;75378.337;31.69;85.714
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2023;Искусство и культура;3;66.667;;;;;33.667;33.333
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2023;Математические и естественные науки;31;88.889;72167.437;67181.82;68722.885;65838.184;29.419;80.645
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2023;Науки об обществе;214;81.281;84869.878;70916.67;80417.119;66395.0;33.07;83.178
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2023;Образование и педагогические науки;14;92.857;68694.715;72454.545;65663.283;64841.592;32.5;92.857
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2023;Сельское хозяйство и сельскохозяйственные науки;103;73.118;62950.123;59250.0;59318.71;53456.669;34.427;82.524
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2023;Гуманитарные науки;16;75.0;;;;;28.938;62.5
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2023;Инженерное дело, технологии и технические науки;45;93.023;103489.101;92250.0;97008.772;83304.169;30.956;88.889
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2023;Искусство и культура;2;50.0;;;;;25.5;
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2023;Математические и естественные науки;17;85.714;84592.68;82416.67;80030.744;80768.337;27.941;76.471
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2023;Науки об обществе;73;72.308;107735.571;84916.67;100213.194;77100.003;33.096;72.603
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2023;Образование и педагогические науки;2;100.0;;;;;33.0;100.0
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2023;Сельское хозяйство и сельскохозяйственные науки;71;63.636;72868.167;62250.0;67973.986;61005.0;34.549;77.465
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2023;Гуманитарные науки;24;87.5;56903.064;55500.0;51671.24;54390.0;29.583;75.0
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2023;Инженерное дело, технологии и технические науки;39;88.889;79716.48;71181.82;76380.139;67622.729;32.538;82.051
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2023;Искусство и культура;1;100.0;;;;;50.0;100.0
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2023;Математические и естественные науки;14;92.308;59742.194;60833.33;57415.027;60240.002;31.214;85.714
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2023;Науки об обществе;141;85.507;74961.411;67583.335;71838.82;62512.122;33.057;88.652
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2023;Образование и педагогические науки;12;91.667;68427.598;73924.245;65070.001;64841.592;32.417;91.667
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2023;Сельское хозяйство и сельскохозяйственные науки;32;96.296;49876.337;44000.0;47909.482;43120.0;34.156;93.75
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2024;Гуманитарные науки;60;64.583;57055.665;51666.67;52778.322;50633.337;28.9;51.667
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2024;Инженерное дело, технологии и технические науки;230;81.614;79384.901;72924.245;75936.323;70280.001;32.7;85.217
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2024;Искусство и культура;53;72.917;48479.52;48416.67;46866.431;47448.337;33.0;81.132
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2024;Математические и естественные науки;70;84.848;84060.073;69291.67;76595.688;65126.668;30.686;87.143
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2024;Науки об обществе;305;77.817;70760.789;67185.61;66798.706;64780.23;32.37;81.639
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2024;Образование и педагогические науки;42;88.571;67147.611;69352.275;64950.183;67965.23;36.786;71.429
Регион;Республика Бурятия;81000000;81000000;Всего;Магистратура;2024;Сельское хозяйство и сельскохозяйственные науки;133;75.0;67877.414;59800.0;64289.436;56840.0;34.346;84.211
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2024;Гуманитарные науки;28;41.667;;;;;27.964;39.286
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2024;Инженерное дело, технологии и технические науки;127;74.167;93930.184;85829.545;89935.925;81923.748;31.504;81.102
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2024;Искусство и культура;12;66.667;;;;;33.5;83.333
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2024;Математические и естественные науки;32;78.571;85346.545;75291.665;79208.219;71213.332;29.594;84.375
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2024;Науки об обществе;112;68.421;82770.857;81166.67;77178.831;78137.5;31.554;71.429
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2024;Образование и педагогические науки;7;100.0;;;;;36.571;42.857
Регион;Республика Бурятия;81000000;81000000;Мужской;Магистратура;2024;Сельское хозяйство и сельскохозяйственные науки;65;67.857;90254.871;77777.78;85017.812;72867.269;34.508;84.615
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2024;Гуманитарные науки;32;87.5;63717.532;54916.665;57564.853;53818.332;29.719;62.5
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2024;Инженерное дело, технологии и технические науки;103;90.291;65854.405;55458.335;62913.438;53792.352;34.175;90.291
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2024;Искусство и культура;41;75.0;45790.778;46500.0;44881.573;44872.5;32.854;80.488
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2024;Математические и естественные науки;38;89.474;83336.432;64666.67;75126.139;62880.837;31.605;89.474
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2024;Науки об обществе;193;82.54;65500.181;62416.67;62252.039;61168.337;32.845;87.565
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2024;Образование и педагогические науки;35;87.5;65018.314;67909.09;62752.019;66550.908;36.829;77.143
Регион;Республика Бурятия;81000000;81000000;Женский;Магистратура;2024;Сельское хозяйство и сельскохозяйственные науки;68;81.25;51360.719;47866.665;48989.921;46427.5;34.191;83.824
Регион;Республика Алтай;84000000;84000000;Всего;СПО: специалисты среднего звена;2016;Здравоохранение и медицинские науки;113;90.909;60805.049;54166.665;61605.327;60032.496;30.221;37.168
Регион;Республика Алтай;84000000;84000000;Всего;СПО: специалисты среднего звена;2016;Инженерное дело, технологии и технические науки;70;84.127;72935.872;49916.665;64877.284;54446.25;32.229;31.429
Регион;Республика Алтай;84000000;84000000;Всего;СПО: специалисты среднего звена;2016;Искусство и культура;34;93.939;54879.309;56452.38;59205.021;60257.144;39.735;88.235
Регион;Республика Алтай;84000000;84000000;Всего;СПО: специалисты среднего звена;2016;Науки об обществе;214;83.246;54435.195;45600.0;54284.986;47448.333;31.407;27.103
Регион;Республика Алтай;84000000;84000000;Всего;СПО: специалисты среднего звена;2016;Образование и педагогические науки;21;76.19;58111.822;53142.86;60568.817;58988.575;29.952;14.286
Регион;Республика Алтай;84000000;84000000;Всего;СПО: специалисты среднего звена;2016;Сельское хозяйство и сельскохозяйственные науки;35;90.323;44045.282;33422.62;48615.084;37099.108;30.114;20.0
Регион;Республика Алтай;84000000;84000000;Мужской;СПО: специалисты среднего звена;2016;Здравоохранение и медицинские науки;30;84.615;80415.717;73083.33;79098.704;74647.5;29.8;23.333
Регион;Республика Алтай;84000000;84000000;Мужской;СПО: специалисты среднего звена;2016;Инженерное дело, технологии и технические науки;29;84.615;83552.082;65000.0;75500.103;61387.913;32.207;37.931
Регион;Республика Алтай;84000000;84000000;Мужской;СПО: специалисты среднего звена;2016;Искусство и культура;9;87.5;;;;;35.778;77.778
Регион;Республика Алтай;84000000;84000000;Мужской;СПО: специалисты среднего звена;2016;Науки об обществе;61;71.429;49391.667;39541.665;50607.284;43891.248;32.115;27.869
Регион;Республика Алтай;84000000;84000000;Мужской;СПО: специалисты среднего звена;2016;Образование и педагогические науки;1;0.0;;;;;29.0;100.0
Регион;Республика Алтай;84000000;84000000;Мужской;СПО: специалисты среднего звена;2016;Сельское хозяйство и сельскохозяйственные науки;24;90.476;51479.517;61833.33;56764.212;68634.996;30.542;20.833
Регион;Республика Алтай;84000000;84000000;Женский;СПО: специалисты среднего звена;2016;Здравоохранение и медицинские науки;83;93.151;54030.454;50000.0;55562.161;54036.663;30.373;42.169
Регион;Республика Алтай;84000000;84000000;Женский;СПО: специалисты среднего звена;2016;Инженерное дело, технологии и технические науки;41;83.784;64442.904;43000.0;56379.029;43382.502;32.244;26.829
Регион;Республика Алтай;84000000;84000000;Женский;СПО: специалисты среднего звена;2016;Искусство и культура;25;96.0;50183.515;51791.665;54356.429;56543.748;41.16;92.0
Регион;Республика Алтай;84000000;84000000;Женский;СПО: специалисты среднего звена;2016;Науки об обществе;153;87.324;55736.751;45625.0;55234.071;47448.333;31.124;26.797
Регион;Республика Алтай;84000000;84000000;Женский;СПО: специалисты среднего звена;2016;Образование и педагогические науки;20;80.0;58111.822;53142.86;60568.817;58988.575;30.0;10.0
Регион;Республика Алтай;84000000;84000000;Женский;СПО: специалисты среднего звена;2016;Сельское хозяйство и сельскохозяйственные науки;11;90.0;;;;;29.182;18.182
Регион;Республика Алтай;84000000;84000000;Всего;СПО: специалисты среднего звена;2017;Гуманитарные науки;74;69.355;57844.942;47454.55;61036.123;51707.496;28.216;41.892
Регион;Республика Алтай;84000000;84000000;Всего;СПО: специалисты среднего звена;2017;Здравоохранение и медицинские науки;146;91.27;66846.317;59333.33;63542.068;55777.5;30.452;31.507
Регион;Республика Алтай;84000000;84000000;Всего;СПО: специалисты среднего звена;2017;Инженерное дело, технологии и технические науки;91;76.829;54748.674;48416.665;56551.539;50042.502;31.242;31.868
Регион;Республика Алтай;84000000;84000000;Всего;СПО: специалисты среднего звена;2017;Искусство и культура;10;71.429;;;;;29.4;40.0
Регион;Республика Алтай;84000000;84000000;Всего;СПО: специалисты среднего звена;2017;Науки об обществе;370;76.435;54381.835;47916.67;54932.212;48020.0;29.9;26.216
Регион;Республика Алтай;84000000;84000000;Всего;СПО: специалисты среднего звена;2017;Образование и педагогические науки;119;85.577;55513.28;55800.0;56694.57;57732.5;28.613;29.412
Регион;Республика Алтай;84000000;84000000;Всего;СПО: специалисты среднего звена;2017;Сельское хозяйство и сельскохозяйственные науки;71;86.207;51751.254;46083.33;53264.082;48469.998;29.592;30.986
Регион;Республика Алтай;84000000;84000000;Мужской;СПО: специалисты среднего звена;2017;Гуманитарные науки;48;61.538;77605.975;75833.335;81364.132;79191.668;28.25;50.0
Регион;Республика Алтай;84000000;84000000;Мужской;СПО: специалисты среднего звена;2017;Здравоохранение и медицинские науки;36;85.185;68637.718;54090.91;62086.785;53189.395;29.528;27.778
Регион;Республика Алтай;84000000;84000000;Мужской;СПО: специалисты среднего звена;2017;Инженерное дело, технологии и технические науки;45;69.048;66208.165;62681.815;66517.896;58073.18;29.867;24.444
Регион;Республика Алтай;84000000;84000000;Мужской;СПО: специалисты среднего звена;2017;Искусство и культура;6;75.0;;;;;29.333;50.0
Регион;Республика Алтай;84000000;84000000;Мужской;СПО: специалисты среднего звена;2017;Науки об обществе;100;69.412;77761.648;67541.665;75341.159;66341.073;30.78;28.0
Регион;Республика Алтай;84000000;84000000;Мужской;СПО: специалисты среднего звена;2017;Образование и педагогические науки;16;64.286;;;;;28.188;
