object_level;object_name;okato;oktmo;gender;education_level;year;study_area;count_graduate;percent_employed;average_salary_fact_avg;average_salary_fact_med;average_salary_norm_avg;average_salary_norm_med;average_age;percent_combine_work_and_study
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2016;Науки об обществе;5511;75.554;87512.67;70875.0;77723.438;65446.998;36.13;65.614
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2016;Образование и педагогические науки;109;82.075;68907.058;63037.88;63111.548;60225.459;31.78;65.138
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2016;Сельское хозяйство и сельскохозяйственные науки;730;80.252;77864.208;67083.335;73773.806;63618.332;34.932;72.329
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2016;Гуманитарные науки;28;74.074;100296.428;81416.665;94929.642;79788.332;31.607;57.143
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2016;Инженерное дело, технологии и технические науки;1038;82.255;152137.426;109833.33;130457.331;99495.0;33.648;63.873
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2016;Искусство и культура;29;89.286;98249.964;82750.0;91960.129;90757.575;34.276;75.862
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2016;Математические и естественные науки;246;76.033;215489.468;176291.665;176285.062;152113.331;31.293;77.642
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2016;Науки об обществе;1771;67.686;103625.864;85380.95;92752.977;81363.333;37.484;57.199
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2016;Образование и педагогические науки;42;82.5;91684.504;77750.0;84367.149;73132.5;32.071;71.429
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2016;Сельское хозяйство и сельскохозяйственные науки;462;79.075;90492.159;82666.665;86200.855;80523.332;35.502;79.004
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2016;Гуманитарные науки;98;62.5;110958.022;97416.67;86812.941;72700.002;31.786;44.898
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2016;Инженерное дело, технологии и технические науки;785;84.605;94924.365;75972.22;81397.229;65966.251;33.033;59.236
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2016;Искусство и культура;115;77.876;69774.5;55600.0;63401.595;51123.337;33.148;55.652
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2016;Математические и естественные науки;175;73.563;144440.514;114727.27;124231.776;102949.998;31.04;74.857
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2016;Науки об обществе;3740;79.261;81241.428;67261.365;71868.501;62025.0;35.489;69.599
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2016;Образование и педагогические науки;67;81.818;55720.115;59375.0;50805.673;58060.832;31.597;61.194
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2016;Сельское хозяйство и сельскохозяйственные науки;268;82.308;57603.979;51944.445;53835.903;50005.003;33.948;60.821
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2017;Гуманитарные науки;152;71.333;106603.963;77444.445;88781.553;64761.668;30.757;44.079
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2017;Здравоохранение и медицинские науки;705;92.275;110375.632;102375.0;101175.67;96607.954;32.923;66.525
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2017;Инженерное дело, технологии и технические науки;3111;82.449;119498.537;94125.0;103709.754;85179.25;33.09;66.86
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2017;Искусство и культура;176;83.815;78972.127;72859.845;74229.17;74904.998;32.256;57.955
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2017;Математические и естественные науки;515;75.74;160679.2;114500.0;136303.691;102328.337;30.324;70.485
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2017;Науки об обществе;5483;76.903;85831.381;69348.485;75276.014;63120.168;34.049;66.916
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2017;Образование и педагогические науки;314;76.873;64036.033;58333.33;60689.817;55058.184;35.213;75.796
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2017;Сельское хозяйство и сельскохозяйственные науки;610;82.392;80219.419;67916.67;74771.87;65823.337;33.18;67.377
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2017;Гуманитарные науки;30;72.414;129392.727;123333.33;111809.711;117988.886;30.9;36.667
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2017;Здравоохранение и медицинские науки;219;91.284;132783.795;124541.67;121213.25;116468.332;32.731;65.297
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2017;Инженерное дело, технологии и технические науки;1809;82.37;138601.219;111333.33;120787.732;99796.663;33.727;71.034
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2017;Искусство и культура;55;81.481;101024.389;90416.67;90709.379;85341.663;33.109;67.273
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2017;Математические и естественные науки;295;77.855;187160.788;154625.0;153366.862;128584.163;30.349;70.508
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2017;Науки об обществе;1705;70.482;103332.488;82075.0;91421.42;73189.583;34.812;59.12
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2017;Образование и педагогические науки;82;67.5;91043.138;86666.67;85298.532;75924.0;35.415;69.512
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2017;Сельское хозяйство и сельскохозяйственные науки;377;83.065;89938.638;81666.67;84086.219;78365.835;33.997;77.188
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2017;Гуманитарные науки;122;71.074;100810.21;67000.0;82926.937;60382.5;30.721;45.902
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2017;Здравоохранение и медицинские науки;486;92.723;99289.488;93925.0;91262.341;89653.403;33.01;67.078
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2017;Инженерное дело, технологии и технические науки;1302;82.558;89971.863;72416.67;77312.629;66313.337;32.204;61.06
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2017;Искусство и культура;121;84.874;67765.24;69000.0;65853.982;69837.504;31.868;53.719
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2017;Математические и естественные науки;220;72.936;120033.04;93916.67;110113.706;87955.0;30.291;70.455
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2017;Науки об обществе;3778;79.774;78618.414;65375.0;68621.789;59570.0;33.704;70.434
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2017;Образование и педагогические науки;232;80.176;56554.336;50875.0;53872.538;49245.0;35.142;78.017
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2017;Сельское хозяйство и сельскохозяйственные науки;233;81.304;62140.312;56600.0;57445.879;53981.663;31.858;51.502
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2018;Гуманитарные науки;281;77.536;97839.984;77833.335;81937.521;67272.918;29.658;47.687
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2018;Здравоохранение и медицинские науки;746;91.914;119351.353;115666.67;109725.651;108453.337;31.432;73.19
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2018;Инженерное дело, технологии и технические науки;4269;85.242;122872.401;98833.33;106267.805;89918.18;31.232;65.378
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2018;Искусство и культура;288;85.563;81223.723;66833.33;76567.974;65496.663;32.406;69.097
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2018;Математические и естественные науки;689;81.121;152035.176;111727.27;128990.156;99633.337;29.543;67.634
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2018;Науки об обществе;7375;78.029;85210.451;71000.0;75031.167;63970.276;32.175;63.783
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2018;Образование и педагогические науки;1875;82.569;68673.696;63291.665;63988.937;59334.546;33.319;74.827
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2018;Сельское хозяйство и сельскохозяйственные науки;591;85.243;80266.483;74200.0;74665.895;69437.5;31.954;66.328
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2018;Гуманитарные науки;52;74.51;90683.385;74583.33;81256.036;66640.0;29.269;34.615
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2018;Здравоохранение и медицинские науки;232;94.828;149298.361;143541.665;137720.723;134838.331;31.427;78.879
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2018;Инженерное дело, технологии и технические науки;2587;84.767;142705.039;116916.67;122752.896;102736.663;31.636;68.69
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2018;Искусство и культура;63;91.935;102846.66;90416.67;98662.611;94791.703;32.73;74.603
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2018;Математические и естественные науки;352;79.009;182325.324;141083.335;153973.441;125061.665;29.426;69.034
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2018;Науки об обществе;2236;73.29;107230.107;85958.335;93900.912;78760.0;32.954;59.168
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2018;Образование и педагогические науки;407;75.315;83243.836;74833.33;77320.683;68028.337;34.061;72.482
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2018;Сельское хозяйство и сельскохозяйственные науки;355;86.455;94575.305;91416.67;87809.247;84770.0;32.642;70.141
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2018;Гуманитарные науки;229;78.222;99613.842;79555.56;82106.437;67497.5;29.747;50.655
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2018;Здравоохранение и медицинские науки;514;90.588;103483.328;101250.0;94891.899;95958.337;31.434;70.623
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2018;Инженерное дело, технологии и технические науки;1682;85.963;91221.202;76625.0;79959.004;70238.753;30.609;60.285
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2018;Искусство и культура;225;83.784;73488.689;62000.0;68664.202;62284.449;32.316;67.556
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2018;Математические и естественные науки;337;83.284;120264.177;90500.0;102785.465;82483.337;29.665;66.172
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2018;Науки об обществе;5139;80.059;76697.059;66833.33;67737.032;60270.0;31.836;65.791
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2018;Образование и педагогические науки;1468;84.547;65027.248;60727.27;60652.421;57411.663;33.114;75.477
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2018;Сельское хозяйство и сельскохозяйственные науки;236;83.406;58040.113;48183.335;54249.889;46876.663;30.919;60.593
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2019;Гуманитарные науки;281;73.723;84705.975;76015.155;72236.479;66640.0;28.477;42.349
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2019;Здравоохранение и медицинские науки;658;90.698;112954.202;111000.0;104114.856;104816.664;30.553;74.012
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2019;Инженерное дело, технологии и технические науки;4324;85.904;125537.913;103522.725;108599.211;92735.557;30.46;67.877
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2019;Искусство и культура;318;82.258;75894.463;68791.665;70004.402;65975.796;30.981;66.667
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2019;Математические и естественные науки;629;79.639;140796.033;106750.0;122491.869;99388.337;28.595;69.634
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2019;Науки об обществе;6513;79.013;82560.803;70333.33;72521.834;63536.663;30.991;64.778
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2019;Образование и педагогические науки;1646;85.536;70267.561;64261.365;66099.087;62185.454;33.157;77.582
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2019;Сельское хозяйство и сельскохозяйственные науки;623;80.833;82290.77;74694.445;76007.183;69327.576;32.427;71.91
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2019;Гуманитарные науки;43;75.0;82098.3;63666.67;67069.759;56105.0;29.116;39.535
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2019;Здравоохранение и медицинские науки;211;90.732;137777.382;133083.33;127293.731;129115.0;30.602;77.251
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2019;Инженерное дело, технологии и технические науки;2664;86.736;143484.035;117125.0;123775.985;108397.648;30.985;70.683
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2019;Искусство и культура;54;90.0;85999.107;76583.33;84797.706;74970.0;32.093;83.333
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2019;Математические и естественные науки;352;81.818;164938.068;132166.67;140919.781;121618.0;28.625;71.875
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2019;Науки об обществе;2010;73.614;96409.655;82000.0;84769.979;74850.418;31.668;59.303
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2019;Образование и педагогические науки;314;79.934;88617.342;77219.7;82162.061;72722.007;34.073;78.344
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2019;Сельское хозяйство и сельскохозяйственные науки;353;79.651;90797.174;85833.33;84937.863;79788.332;32.963;76.771
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2019;Гуманитарные науки;238;73.504;85208.371;76363.64;73231.902;68243.633;28.361;42.857
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2019;Здравоохранение и медицинские науки;447;90.682;99990.167;99583.33;92009.568;94208.33;30.53;72.483
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2019;Инженерное дело, технологии и технические науки;1660;84.568;93046.342;79708.335;81121.563;71213.748;29.619;63.373
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2019;Искусство и культура;264;80.769;73099.562;64000.0;65912.637;60303.331;30.754;63.258
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2019;Математические и естественные науки;277;76.866;107189.223;90028.57;96839.379;80441.663;28.556;66.787
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2019;Науки об обществе;4503;81.396;76992.227;66416.67;67596.897;60550.002;30.689;67.222
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2019;Образование и педагогические науки;1332;86.846;66032.996;62000.0;62392.247;60043.561;32.941;77.402
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2019;Сельское хозяйство и сельскохозяйственные науки;270;82.422;70914.736;61633.335;64063.743;57655.0;31.726;65.556
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2020;Гуманитарные науки;342;80.48;76066.247;64250.0;66488.35;61740.0;27.327;39.766
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2020;Здравоохранение и медицинские науки;583;91.289;105831.774;104166.665;97959.192;99470.0;29.794;73.07
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2020;Инженерное дело, технологии и технические науки;4274;86.19;117258.045;97583.33;102264.765;89425.0;29.533;68.554
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2020;Искусство и культура;270;81.081;71111.734;61916.67;66728.426;59290.0;30.17;70.741
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2020;Математические и естественные науки;666;83.742;135927.812;106166.67;117277.265;92193.0;27.514;70.571
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2020;Науки об обществе;5703;78.301;78071.447;68250.0;68875.227;62315.414;29.882;65.79
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2020;Образование и педагогические науки;1628;83.712;68596.191;64416.67;64219.733;61829.092;31.951;78.01
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2020;Сельское хозяйство и сельскохозяйственные науки;548;80.639;74222.83;65083.335;69588.094;61754.852;31.619;71.533
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2020;Гуманитарные науки;46;73.913;85265.513;63500.0;64972.562;51991.67;27.435;45.652
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2020;Здравоохранение и медицинские науки;174;93.529;123463.23;129083.335;117011.101;120662.5;29.592;71.839
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2020;Инженерное дело, технологии и технические науки;2653;86.282;132708.202;111666.67;115366.192;100840.0;30.101;71.73
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2020;Искусство и культура;61;87.931;86413.132;79636.365;82058.609;76550.418;30.918;80.328
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2020;Математические и естественные науки;373;83.333;158356.069;116916.67;136111.107;104370.0;27.614;70.777
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2020;Науки об обществе;1682;70.411;92109.533;76666.67;80998.71;70666.67;30.879;60.107
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2020;Образование и педагогические науки;317;75.241;80337.966;70000.0;74740.293;66506.362;32.252;76.972
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2020;Сельское хозяйство и сельскохозяйственные науки;300;79.452;91066.138;83333.33;85281.808;79788.337;32.233;78.667
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2020;Гуманитарные науки;296;81.533;74743.853;65458.335;66706.244;62328.0;27.311;38.851
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2020;Здравоохранение и медицинские науки;409;90.347;97817.476;96166.67;89272.911;90568.337;29.88;73.594
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2020;Инженерное дело, технологии и технические науки;1621;86.041;89826.134;78291.665;79003.046;70315.0;28.604;63.356
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2020;Искусство и культура;209;79.104;66321.732;56363.64;61929.412;55236.367;29.952;67.943
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2020;Математические и естественные науки;293;84.266;106706.381;91437.5;92738.943;82238.332;27.386;70.307
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2020;Науки об обществе;4021;81.554;73314.223;66333.33;64766.823;60194.167;29.465;68.167
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2020;Образование и педагогические науки;1311;85.782;65928.238;62900.0;61829.262;60160.003;31.878;78.261
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2020;Сельское хозяйство и сельскохозяйственные науки;248;82.083;53088.233;49166.67;49895.98;46030.914;30.875;62.903
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2021;Гуманитарные науки;418;78.421;70571.945;56416.665;61903.489;51079.583;26.502;51.675
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2021;Здравоохранение и медицинские науки;632;91.115;100961.509;102083.33;94502.648;95060.0;28.429;74.367
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2021;Инженерное дело, технологии и технические науки;4226;86.605;107956.711;90000.0;95218.432;82219.168;28.634;64.553
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2021;Искусство и культура;260;79.583;67455.67;61000.0;63984.866;58934.0;28.7;65.0
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2021;Математические и естественные науки;641;84.655;122830.549;94416.665;106360.795;85750.0;26.612;71.607
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2021;Науки об обществе;5592;78.89;78836.449;69666.67;69861.264;63083.33;29.151;66.845
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2021;Образование и педагогические науки;1535;84.045;67755.299;62333.33;62975.969;59371.663;30.681;74.528
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2021;Сельское хозяйство и сельскохозяйственные науки;583;80.622;72243.781;62708.335;68326.153;58482.915;31.302;69.811
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2021;Гуманитарные науки;78;74.627;77092.238;59416.67;69340.169;54069.17;26.897;52.564
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2021;Здравоохранение и медицинские науки;185;93.258;115259.168;112333.33;108201.944;108290.0;28.546;76.216
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2021;Инженерное дело, технологии и технические науки;2584;86.238;121825.791;102166.67;107263.445;93403.332;29.14;66.989
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2021;Искусство и культура;51;82.222;82106.223;71166.665;78157.174;67687.327;28.529;72.549
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2021;Математические и естественные науки;332;84.539;142346.371;106041.665;122190.752;95293.332;26.696;75.301
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2021;Науки об обществе;1749;71.705;95249.773;78666.67;84579.686;72248.75;29.669;62.55
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2021;Образование и педагогические науки;247;81.14;75971.43;69416.665;71872.421;65442.271;31.854;76.518
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2021;Сельское хозяйство и сельскохозяйственные науки;295;78.339;89507.291;79833.33;85863.766;76270.906;32.203;72.542
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2021;Гуманитарные науки;340;79.233;69282.622;55583.33;60432.959;50350.002;26.412;51.471
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2021;Здравоохранение и медицинские науки;447;90.249;94736.405;96083.33;88538.066;89849.999;28.38;73.602
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2021;Инженерное дело, технологии и технические науки;1642;87.171;86515.996;76791.67;76597.609;68885.832;27.838;60.719
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2021;Искусство и культура;209;78.974;64008.481;57454.55;60650.205;55159.996;28.742;63.158
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2021;Математические и естественные науки;309;84.783;99616.993;82708.335;87531.477;76319.642;26.521;67.638
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2021;Науки об обществе;3843;82.09;72760.724;66250.0;64410.676;60106.247;28.915;68.8
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2021;Образование и педагогические науки;1288;84.596;66270.828;61250.0;61368.58;57820.0;30.456;74.146
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2021;Сельское хозяйство и сельскохозяйственные науки;288;82.963;54980.27;50000.0;50788.54;45590.0;30.378;67.014
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2022;Гуманитарные науки;440;77.66;60890.851;55875.0;53879.333;50724.24;25.311;47.273
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2022;Здравоохранение и медицинские науки;135;85.345;79404.607;77458.335;72736.438;72353.75;27.385;74.074
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2022;Инженерное дело, технологии и технические науки;4372;85.311;99731.828;85916.67;89184.285;78889.998;27.359;67.475
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2022;Искусство и культура;237;82.381;67794.965;65583.33;65043.421;62775.0;27.468;68.776
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2022;Математические и естественные науки;741;87.158;101482.826;81375.0;89457.901;74768.751;25.599;70.58
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2022;Науки об обществе;5536;79.25;71518.878;63416.67;64029.955;57575.0;27.765;69.003
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2022;Образование и педагогические науки;1631;84.698;65900.074;64250.0;62316.097;61005.0;29.437;75.536
Регион;Новосибирская область;50000000;50000000;Всего;Бакалавриат, специалитет;2022;Сельское хозяйство и сельскохозяйственные науки;506;82.161;69748.301;62250.0;67280.346;58000.0;29.008;73.715
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2022;Гуманитарные науки;79;69.355;61971.406;57841.665;53367.349;45499.0;25.405;59.494
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2022;Здравоохранение и медицинские науки;38;84.615;78788.43;77166.67;74899.254;71129.168;27.579;57.895
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2022;Инженерное дело, технологии и технические науки;2697;84.759;114934.345;97500.0;101985.437;90160.0;27.777;68.966
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2022;Искусство и культура;46;97.059;72812.175;67064.39;71814.04;63992.27;28.543;71.739
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2022;Математические и естественные науки;396;89.286;116590.212;96900.0;100656.099;90160.0;25.503;72.98
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2022;Науки об обществе;1640;72.325;87109.998;74150.0;78045.53;67742.332;28.301;66.646
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2022;Образование и педагогические науки;297;78.764;77198.897;71291.665;72989.617;69253.332;30.354;76.431
Регион;Новосибирская область;50000000;50000000;Мужской;Бакалавриат, специалитет;2022;Сельское хозяйство и сельскохозяйственные науки;251;81.915;85361.535;76500.0;83197.201;74520.0;30.052;76.096
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2022;Гуманитарные науки;361;79.299;60738.164;55875.0;53951.679;50870.908;25.291;44.598
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2022;Здравоохранение и медицинские науки;97;85.556;79598.262;77458.335;72056.696;72846.668;27.309;80.412
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2022;Инженерное дело, технологии и технические науки;1675;86.115;77285.671;70083.33;70283.685;64925.0;26.685;65.075
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2022;Искусство и культура;191;79.545;66431.063;65583.33;63202.865;62484.17;27.209;68.063
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2022;Математические и естественные науки;345;85.259;86035.949;72541.665;78008.058;63999.444;25.71;67.826
Регион;Новосибирская область;50000000;50000000;Женский;Бакалавриат, специалитет;2022;Науки об обществе;3896;81.88;66466.141;61333.33;59485.934;55753.001;27.539;69.995
